model	path
NRF1_MammaryGland	data/ENPACT_734_2024-07-26/models/NRF1_MammaryGland/NRF1_MammaryGland_2024-07-26.logistic.rds
OTX2_Embryo	data/ENPACT_734_2024-07-26/models/OTX2_Embryo/OTX2_Embryo_2024-07-26.logistic.rds
PAX3_Muscle	data/ENPACT_734_2024-07-26/models/PAX3_Muscle/PAX3_Muscle_2024-07-26.logistic.rds
PAX5_Blood	data/ENPACT_734_2024-07-26/models/PAX5_Blood/PAX5_Blood_2024-07-26.logistic.rds
PBX1_MammaryGland	data/ENPACT_734_2024-07-26/models/PBX1_MammaryGland/PBX1_MammaryGland_2024-07-26.logistic.rds
PBX2_BoneMarrow	data/ENPACT_734_2024-07-26/models/PBX2_BoneMarrow/PBX2_BoneMarrow_2024-07-26.logistic.rds
PBX2_Liver	data/ENPACT_734_2024-07-26/models/PBX2_Liver/PBX2_Liver_2024-07-26.logistic.rds
PBX3_Blood	data/ENPACT_734_2024-07-26/models/PBX3_Blood/PBX3_Blood_2024-07-26.logistic.rds
PBX3_Brain	data/ENPACT_734_2024-07-26/models/PBX3_Brain/PBX3_Brain_2024-07-26.logistic.rds
PBX3_Liver	data/ENPACT_734_2024-07-26/models/PBX3_Liver/PBX3_Liver_2024-07-26.logistic.rds
PBX3_Lung	data/ENPACT_734_2024-07-26/models/PBX3_Lung/PBX3_Lung_2024-07-26.logistic.rds
PDX1_Embryo	data/ENPACT_734_2024-07-26/models/PDX1_Embryo/PDX1_Embryo_2024-07-26.logistic.rds
PGR_Endometrium	data/ENPACT_734_2024-07-26/models/PGR_Endometrium/PGR_Endometrium_2024-07-26.logistic.rds
PKNOX1_BoneMarrow	data/ENPACT_734_2024-07-26/models/PKNOX1_BoneMarrow/PKNOX1_BoneMarrow_2024-07-26.logistic.rds
POU2F2_Blood	data/ENPACT_734_2024-07-26/models/POU2F2_Blood/POU2F2_Blood_2024-07-26.logistic.rds
POU5F1_Embryo	data/ENPACT_734_2024-07-26/models/POU5F1_Embryo/POU5F1_Embryo_2024-07-26.logistic.rds
POU5F1_Skin	data/ENPACT_734_2024-07-26/models/POU5F1_Skin/POU5F1_Skin_2024-07-26.logistic.rds
PPARG_Adipose	data/ENPACT_734_2024-07-26/models/PPARG_Adipose/PPARG_Adipose_2024-07-26.logistic.rds
PPARG_Blood	data/ENPACT_734_2024-07-26/models/PPARG_Blood/PPARG_Blood_2024-07-26.logistic.rds
PRDM1_Cervix	data/ENPACT_734_2024-07-26/models/PRDM1_Cervix/PRDM1_Cervix_2024-07-26.logistic.rds
PRDM1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/PRDM1_EmbryonicKidney/PRDM1_EmbryonicKidney_2024-07-26.logistic.rds
PRDM10_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/PRDM10_EmbryonicKidney/PRDM10_EmbryonicKidney_2024-07-26.logistic.rds
PRDM14_Embryo	data/ENPACT_734_2024-07-26/models/PRDM14_Embryo/PRDM14_Embryo_2024-07-26.logistic.rds
RARA_Blood	data/ENPACT_734_2024-07-26/models/RARA_Blood/RARA_Blood_2024-07-26.logistic.rds
RARA_BoneMarrow	data/ENPACT_734_2024-07-26/models/RARA_BoneMarrow/RARA_BoneMarrow_2024-07-26.logistic.rds
RARA_Breast	data/ENPACT_734_2024-07-26/models/RARA_Breast/RARA_Breast_2024-07-26.logistic.rds
RBPJ_Blood	data/ENPACT_734_2024-07-26/models/RBPJ_Blood/RBPJ_Blood_2024-07-26.logistic.rds
RELA_Blood	data/ENPACT_734_2024-07-26/models/RELA_Blood/RELA_Blood_2024-07-26.logistic.rds
RELA_BoneMarrow	data/ENPACT_734_2024-07-26/models/RELA_BoneMarrow/RELA_BoneMarrow_2024-07-26.logistic.rds
RELA_Breast	data/ENPACT_734_2024-07-26/models/RELA_Breast/RELA_Breast_2024-07-26.logistic.rds
RELA_Cervix	data/ENPACT_734_2024-07-26/models/RELA_Cervix/RELA_Cervix_2024-07-26.logistic.rds
RELA_Colon	data/ENPACT_734_2024-07-26/models/RELA_Colon/RELA_Colon_2024-07-26.logistic.rds
RELA_HeLacontaminant	data/ENPACT_734_2024-07-26/models/RELA_HeLacontaminant/RELA_HeLacontaminant_2024-07-26.logistic.rds
RELA_Liver	data/ENPACT_734_2024-07-26/models/RELA_Liver/RELA_Liver_2024-07-26.logistic.rds
RELA_Lung	data/ENPACT_734_2024-07-26/models/RELA_Lung/RELA_Lung_2024-07-26.logistic.rds
RELA_Prostate	data/ENPACT_734_2024-07-26/models/RELA_Prostate/RELA_Prostate_2024-07-26.logistic.rds
RELA_UmbilicalVein	data/ENPACT_734_2024-07-26/models/RELA_UmbilicalVein/RELA_UmbilicalVein_2024-07-26.logistic.rds
REST_AdrenalGland	data/ENPACT_734_2024-07-26/models/REST_AdrenalGland/REST_AdrenalGland_2024-07-26.logistic.rds
REST_Blood	data/ENPACT_734_2024-07-26/models/REST_Blood/REST_Blood_2024-07-26.logistic.rds
REST_BoneMarrow	data/ENPACT_734_2024-07-26/models/REST_BoneMarrow/REST_BoneMarrow_2024-07-26.logistic.rds
REST_Brain	data/ENPACT_734_2024-07-26/models/REST_Brain/REST_Brain_2024-07-26.logistic.rds
REST_Breast	data/ENPACT_734_2024-07-26/models/REST_Breast/REST_Breast_2024-07-26.logistic.rds
REST_Cervix	data/ENPACT_734_2024-07-26/models/REST_Cervix/REST_Cervix_2024-07-26.logistic.rds
REST_Colon	data/ENPACT_734_2024-07-26/models/REST_Colon/REST_Colon_2024-07-26.logistic.rds
REST_Embryo	data/ENPACT_734_2024-07-26/models/REST_Embryo/REST_Embryo_2024-07-26.logistic.rds
REST_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/REST_EmbryonicKidney/REST_EmbryonicKidney_2024-07-26.logistic.rds
REST_Endometrium	data/ENPACT_734_2024-07-26/models/REST_Endometrium/REST_Endometrium_2024-07-26.logistic.rds
REST_Liver	data/ENPACT_734_2024-07-26/models/REST_Liver/REST_Liver_2024-07-26.logistic.rds
REST_Lung	data/ENPACT_734_2024-07-26/models/REST_Lung/REST_Lung_2024-07-26.logistic.rds
REST_Pancreas	data/ENPACT_734_2024-07-26/models/REST_Pancreas/REST_Pancreas_2024-07-26.logistic.rds
RFX1_BoneMarrow	data/ENPACT_734_2024-07-26/models/RFX1_BoneMarrow/RFX1_BoneMarrow_2024-07-26.logistic.rds
RFX1_Breast	data/ENPACT_734_2024-07-26/models/RFX1_Breast/RFX1_Breast_2024-07-26.logistic.rds
RFX1_Colon	data/ENPACT_734_2024-07-26/models/RFX1_Colon/RFX1_Colon_2024-07-26.logistic.rds
RFX2_Colon	data/ENPACT_734_2024-07-26/models/RFX2_Colon/RFX2_Colon_2024-07-26.logistic.rds
RFX5_Blood	data/ENPACT_734_2024-07-26/models/RFX5_Blood/RFX5_Blood_2024-07-26.logistic.rds
RFX5_BoneMarrow	data/ENPACT_734_2024-07-26/models/RFX5_BoneMarrow/RFX5_BoneMarrow_2024-07-26.logistic.rds
RFX5_Brain	data/ENPACT_734_2024-07-26/models/RFX5_Brain/RFX5_Brain_2024-07-26.logistic.rds
RFX5_Cervix	data/ENPACT_734_2024-07-26/models/RFX5_Cervix/RFX5_Cervix_2024-07-26.logistic.rds
RFX5_Embryo	data/ENPACT_734_2024-07-26/models/RFX5_Embryo/RFX5_Embryo_2024-07-26.logistic.rds
RFX5_Liver	data/ENPACT_734_2024-07-26/models/RFX5_Liver/RFX5_Liver_2024-07-26.logistic.rds
RFX5_Lung	data/ENPACT_734_2024-07-26/models/RFX5_Lung/RFX5_Lung_2024-07-26.logistic.rds
RUNX1_Blood	data/ENPACT_734_2024-07-26/models/RUNX1_Blood/RUNX1_Blood_2024-07-26.logistic.rds
RUNX1_BoneMarrow	data/ENPACT_734_2024-07-26/models/RUNX1_BoneMarrow/RUNX1_BoneMarrow_2024-07-26.logistic.rds
RUNX1_Breast	data/ENPACT_734_2024-07-26/models/RUNX1_Breast/RUNX1_Breast_2024-07-26.logistic.rds
RUNX1_Cordblood	data/ENPACT_734_2024-07-26/models/RUNX1_Cordblood/RUNX1_Cordblood_2024-07-26.logistic.rds
RUNX1_FetalLiver	data/ENPACT_734_2024-07-26/models/RUNX1_FetalLiver/RUNX1_FetalLiver_2024-07-26.logistic.rds
RUNX1_Kidney	data/ENPACT_734_2024-07-26/models/RUNX1_Kidney/RUNX1_Kidney_2024-07-26.logistic.rds
RUNX1_Pleura	data/ENPACT_734_2024-07-26/models/RUNX1_Pleura/RUNX1_Pleura_2024-07-26.logistic.rds
RUNX1_Prostate	data/ENPACT_734_2024-07-26/models/RUNX1_Prostate/RUNX1_Prostate_2024-07-26.logistic.rds
RUNX2_Prostate	data/ENPACT_734_2024-07-26/models/RUNX2_Prostate/RUNX2_Prostate_2024-07-26.logistic.rds
RXRA_Blood	data/ENPACT_734_2024-07-26/models/RXRA_Blood/RXRA_Blood_2024-07-26.logistic.rds
RXRA_Brain	data/ENPACT_734_2024-07-26/models/RXRA_Brain/RXRA_Brain_2024-07-26.logistic.rds
RXRA_Breast	data/ENPACT_734_2024-07-26/models/RXRA_Breast/RXRA_Breast_2024-07-26.logistic.rds
RXRA_Colon	data/ENPACT_734_2024-07-26/models/RXRA_Colon/RXRA_Colon_2024-07-26.logistic.rds
RXRA_Embryo	data/ENPACT_734_2024-07-26/models/RXRA_Embryo/RXRA_Embryo_2024-07-26.logistic.rds
RXRA_Liver	data/ENPACT_734_2024-07-26/models/RXRA_Liver/RXRA_Liver_2024-07-26.logistic.rds
SCRT1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/SCRT1_EmbryonicKidney/SCRT1_EmbryonicKidney_2024-07-26.logistic.rds
SIX1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/SIX1_EmbryonicKidney/SIX1_EmbryonicKidney_2024-07-26.logistic.rds
SIX1_Kidney	data/ENPACT_734_2024-07-26/models/SIX1_Kidney/SIX1_Kidney_2024-07-26.logistic.rds
SIX2_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/SIX2_EmbryonicKidney/SIX2_EmbryonicKidney_2024-07-26.logistic.rds
SIX2_Kidney	data/ENPACT_734_2024-07-26/models/SIX2_Kidney/SIX2_Kidney_2024-07-26.logistic.rds
SMAD2_Embryo	data/ENPACT_734_2024-07-26/models/SMAD2_Embryo/SMAD2_Embryo_2024-07-26.logistic.rds
SMAD3_Embryo	data/ENPACT_734_2024-07-26/models/SMAD3_Embryo/SMAD3_Embryo_2024-07-26.logistic.rds
SMAD3_Lung	data/ENPACT_734_2024-07-26/models/SMAD3_Lung/SMAD3_Lung_2024-07-26.logistic.rds
SMAD4_Embryo	data/ENPACT_734_2024-07-26/models/SMAD4_Embryo/SMAD4_Embryo_2024-07-26.logistic.rds
SMAD4_Liver	data/ENPACT_734_2024-07-26/models/SMAD4_Liver/SMAD4_Liver_2024-07-26.logistic.rds
SMAD4_Lung	data/ENPACT_734_2024-07-26/models/SMAD4_Lung/SMAD4_Lung_2024-07-26.logistic.rds
SOX2_Colon	data/ENPACT_734_2024-07-26/models/SOX2_Colon/SOX2_Colon_2024-07-26.logistic.rds
SOX2_Embryo	data/ENPACT_734_2024-07-26/models/SOX2_Embryo/SOX2_Embryo_2024-07-26.logistic.rds
SOX2_Skin	data/ENPACT_734_2024-07-26/models/SOX2_Skin/SOX2_Skin_2024-07-26.logistic.rds
SOX2_Thyroid	data/ENPACT_734_2024-07-26/models/SOX2_Thyroid/SOX2_Thyroid_2024-07-26.logistic.rds
SOX4_FetalLung	data/ENPACT_734_2024-07-26/models/SOX4_FetalLung/SOX4_FetalLung_2024-07-26.logistic.rds
SOX9_Colon	data/ENPACT_734_2024-07-26/models/SOX9_Colon/SOX9_Colon_2024-07-26.logistic.rds
SP1_Blood	data/ENPACT_734_2024-07-26/models/SP1_Blood/SP1_Blood_2024-07-26.logistic.rds
SP1_BoneMarrow	data/ENPACT_734_2024-07-26/models/SP1_BoneMarrow/SP1_BoneMarrow_2024-07-26.logistic.rds
SP1_Colon	data/ENPACT_734_2024-07-26/models/SP1_Colon/SP1_Colon_2024-07-26.logistic.rds
SP1_Embryo	data/ENPACT_734_2024-07-26/models/SP1_Embryo/SP1_Embryo_2024-07-26.logistic.rds
SP1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/SP1_EmbryonicKidney/SP1_EmbryonicKidney_2024-07-26.logistic.rds
SP1_Liver	data/ENPACT_734_2024-07-26/models/SP1_Liver/SP1_Liver_2024-07-26.logistic.rds
SP1_Lung	data/ENPACT_734_2024-07-26/models/SP1_Lung/SP1_Lung_2024-07-26.logistic.rds
SP2_BoneMarrow	data/ENPACT_734_2024-07-26/models/SP2_BoneMarrow/SP2_BoneMarrow_2024-07-26.logistic.rds
SP2_Colon	data/ENPACT_734_2024-07-26/models/SP2_Colon/SP2_Colon_2024-07-26.logistic.rds
SP2_Embryo	data/ENPACT_734_2024-07-26/models/SP2_Embryo/SP2_Embryo_2024-07-26.logistic.rds
SP2_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/SP2_EmbryonicKidney/SP2_EmbryonicKidney_2024-07-26.logistic.rds
SPDEF_Lung	data/ENPACT_734_2024-07-26/models/SPDEF_Lung/SPDEF_Lung_2024-07-26.logistic.rds
SPI1_Blood	data/ENPACT_734_2024-07-26/models/SPI1_Blood/SPI1_Blood_2024-07-26.logistic.rds
SPI1_BoneMarrow	data/ENPACT_734_2024-07-26/models/SPI1_BoneMarrow/SPI1_BoneMarrow_2024-07-26.logistic.rds
SPI1_Cervix	data/ENPACT_734_2024-07-26/models/SPI1_Cervix/SPI1_Cervix_2024-07-26.logistic.rds
SPI1_Cordblood	data/ENPACT_734_2024-07-26/models/SPI1_Cordblood/SPI1_Cordblood_2024-07-26.logistic.rds
SPI1_FetalLiver	data/ENPACT_734_2024-07-26/models/SPI1_FetalLiver/SPI1_FetalLiver_2024-07-26.logistic.rds
SPI1_HeLacontaminant	data/ENPACT_734_2024-07-26/models/SPI1_HeLacontaminant/SPI1_HeLacontaminant_2024-07-26.logistic.rds
SPI1_Kidney	data/ENPACT_734_2024-07-26/models/SPI1_Kidney/SPI1_Kidney_2024-07-26.logistic.rds
SPIB_BoneMarrow	data/ENPACT_734_2024-07-26/models/SPIB_BoneMarrow/SPIB_BoneMarrow_2024-07-26.logistic.rds
SREBF1_Breast	data/ENPACT_734_2024-07-26/models/SREBF1_Breast/SREBF1_Breast_2024-07-26.logistic.rds
SREBF1_Liver	data/ENPACT_734_2024-07-26/models/SREBF1_Liver/SREBF1_Liver_2024-07-26.logistic.rds
SRF_Blood	data/ENPACT_734_2024-07-26/models/SRF_Blood/SRF_Blood_2024-07-26.logistic.rds
SRF_BoneMarrow	data/ENPACT_734_2024-07-26/models/SRF_BoneMarrow/SRF_BoneMarrow_2024-07-26.logistic.rds
SRF_Breast	data/ENPACT_734_2024-07-26/models/SRF_Breast/SRF_Breast_2024-07-26.logistic.rds
SRF_Colon	data/ENPACT_734_2024-07-26/models/SRF_Colon/SRF_Colon_2024-07-26.logistic.rds
SRF_Embryo	data/ENPACT_734_2024-07-26/models/SRF_Embryo/SRF_Embryo_2024-07-26.logistic.rds
SRF_Endometrium	data/ENPACT_734_2024-07-26/models/SRF_Endometrium/SRF_Endometrium_2024-07-26.logistic.rds
SRF_Liver	data/ENPACT_734_2024-07-26/models/SRF_Liver/SRF_Liver_2024-07-26.logistic.rds
SRF_Muscle	data/ENPACT_734_2024-07-26/models/SRF_Muscle/SRF_Muscle_2024-07-26.logistic.rds
STAT1_Blood	data/ENPACT_734_2024-07-26/models/STAT1_Blood/STAT1_Blood_2024-07-26.logistic.rds
STAT1_BoneMarrow	data/ENPACT_734_2024-07-26/models/STAT1_BoneMarrow/STAT1_BoneMarrow_2024-07-26.logistic.rds
STAT1_Cervix	data/ENPACT_734_2024-07-26/models/STAT1_Cervix/STAT1_Cervix_2024-07-26.logistic.rds
STAT3_Blood	data/ENPACT_734_2024-07-26/models/STAT3_Blood/STAT3_Blood_2024-07-26.logistic.rds
STAT3_BoneMarrow	data/ENPACT_734_2024-07-26/models/STAT3_BoneMarrow/STAT3_BoneMarrow_2024-07-26.logistic.rds
STAT3_Breast	data/ENPACT_734_2024-07-26/models/STAT3_Breast/STAT3_Breast_2024-07-26.logistic.rds
STAT3_Cervix	data/ENPACT_734_2024-07-26/models/STAT3_Cervix/STAT3_Cervix_2024-07-26.logistic.rds
STAT3_Lung	data/ENPACT_734_2024-07-26/models/STAT3_Lung/STAT3_Lung_2024-07-26.logistic.rds
STAT3_LymphNode	data/ENPACT_734_2024-07-26/models/STAT3_LymphNode/STAT3_LymphNode_2024-07-26.logistic.rds
STAT3_PeritonealEffusion	data/ENPACT_734_2024-07-26/models/STAT3_PeritonealEffusion/STAT3_PeritonealEffusion_2024-07-26.logistic.rds
STAT3_UmbilicalCord	data/ENPACT_734_2024-07-26/models/STAT3_UmbilicalCord/STAT3_UmbilicalCord_2024-07-26.logistic.rds
STAT4_Blood	data/ENPACT_734_2024-07-26/models/STAT4_Blood/STAT4_Blood_2024-07-26.logistic.rds
STAT5A_Blood	data/ENPACT_734_2024-07-26/models/STAT5A_Blood/STAT5A_Blood_2024-07-26.logistic.rds
STAT5A_BoneMarrow	data/ENPACT_734_2024-07-26/models/STAT5A_BoneMarrow/STAT5A_BoneMarrow_2024-07-26.logistic.rds
TAL1_Blood	data/ENPACT_734_2024-07-26/models/TAL1_Blood/TAL1_Blood_2024-07-26.logistic.rds
TAL1_BoneMarrow	data/ENPACT_734_2024-07-26/models/TAL1_BoneMarrow/TAL1_BoneMarrow_2024-07-26.logistic.rds
TAL1_Colon	data/ENPACT_734_2024-07-26/models/TAL1_Colon/TAL1_Colon_2024-07-26.logistic.rds
TAL1_Cordblood	data/ENPACT_734_2024-07-26/models/TAL1_Cordblood/TAL1_Cordblood_2024-07-26.logistic.rds
TAL1_Embryo	data/ENPACT_734_2024-07-26/models/TAL1_Embryo/TAL1_Embryo_2024-07-26.logistic.rds
TAL1_FetalLiver	data/ENPACT_734_2024-07-26/models/TAL1_FetalLiver/TAL1_FetalLiver_2024-07-26.logistic.rds
TAL1_LymphNode	data/ENPACT_734_2024-07-26/models/TAL1_LymphNode/TAL1_LymphNode_2024-07-26.logistic.rds
TAL1_PeripheralBlood	data/ENPACT_734_2024-07-26/models/TAL1_PeripheralBlood/TAL1_PeripheralBlood_2024-07-26.logistic.rds
TBP_Blood	data/ENPACT_734_2024-07-26/models/TBP_Blood/TBP_Blood_2024-07-26.logistic.rds
TBP_BoneMarrow	data/ENPACT_734_2024-07-26/models/TBP_BoneMarrow/TBP_BoneMarrow_2024-07-26.logistic.rds
TBP_Cervix	data/ENPACT_734_2024-07-26/models/TBP_Cervix/TBP_Cervix_2024-07-26.logistic.rds
TBP_Embryo	data/ENPACT_734_2024-07-26/models/TBP_Embryo/TBP_Embryo_2024-07-26.logistic.rds
TBP_Liver	data/ENPACT_734_2024-07-26/models/TBP_Liver/TBP_Liver_2024-07-26.logistic.rds
TBX21_Blood	data/ENPACT_734_2024-07-26/models/TBX21_Blood/TBX21_Blood_2024-07-26.logistic.rds
TCF12_Blood	data/ENPACT_734_2024-07-26/models/TCF12_Blood/TCF12_Blood_2024-07-26.logistic.rds
TCF12_Brain	data/ENPACT_734_2024-07-26/models/TCF12_Brain/TCF12_Brain_2024-07-26.logistic.rds
TCF12_Breast	data/ENPACT_734_2024-07-26/models/TCF12_Breast/TCF12_Breast_2024-07-26.logistic.rds
TCF12_Embryo	data/ENPACT_734_2024-07-26/models/TCF12_Embryo/TCF12_Embryo_2024-07-26.logistic.rds
TCF12_Endometrium	data/ENPACT_734_2024-07-26/models/TCF12_Endometrium/TCF12_Endometrium_2024-07-26.logistic.rds
TCF12_Liver	data/ENPACT_734_2024-07-26/models/TCF12_Liver/TCF12_Liver_2024-07-26.logistic.rds
TCF12_Lung	data/ENPACT_734_2024-07-26/models/TCF12_Lung/TCF12_Lung_2024-07-26.logistic.rds
TCF21_Coronaryarterysmoothmuscle	data/ENPACT_734_2024-07-26/models/TCF21_Coronaryarterysmoothmuscle/TCF21_Coronaryarterysmoothmuscle_2024-07-26.logistic.rds
TCF4_Colon	data/ENPACT_734_2024-07-26/models/TCF4_Colon/TCF4_Colon_2024-07-26.logistic.rds
TCF4_Embryo	data/ENPACT_734_2024-07-26/models/TCF4_Embryo/TCF4_Embryo_2024-07-26.logistic.rds
TCF7_BoneMarrow	data/ENPACT_734_2024-07-26/models/TCF7_BoneMarrow/TCF7_BoneMarrow_2024-07-26.logistic.rds
TCF7_Liver	data/ENPACT_734_2024-07-26/models/TCF7_Liver/TCF7_Liver_2024-07-26.logistic.rds
TCF7L1_Blood	data/ENPACT_734_2024-07-26/models/TCF7L1_Blood/TCF7L1_Blood_2024-07-26.logistic.rds
TCF7L1_Colon	data/ENPACT_734_2024-07-26/models/TCF7L1_Colon/TCF7L1_Colon_2024-07-26.logistic.rds
TCF7L2_Blood	data/ENPACT_734_2024-07-26/models/TCF7L2_Blood/TCF7L2_Blood_2024-07-26.logistic.rds
TCF7L2_BoneMarrow	data/ENPACT_734_2024-07-26/models/TCF7L2_BoneMarrow/TCF7L2_BoneMarrow_2024-07-26.logistic.rds
TCF7L2_Breast	data/ENPACT_734_2024-07-26/models/TCF7L2_Breast/TCF7L2_Breast_2024-07-26.logistic.rds
TCF7L2_Cervix	data/ENPACT_734_2024-07-26/models/TCF7L2_Cervix/TCF7L2_Cervix_2024-07-26.logistic.rds
TCF7L2_Colon	data/ENPACT_734_2024-07-26/models/TCF7L2_Colon/TCF7L2_Colon_2024-07-26.logistic.rds
TCF7L2_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/TCF7L2_EmbryonicKidney/TCF7L2_EmbryonicKidney_2024-07-26.logistic.rds
TCF7L2_Liver	data/ENPACT_734_2024-07-26/models/TCF7L2_Liver/TCF7L2_Liver_2024-07-26.logistic.rds
TCF7L2_MammaryGland	data/ENPACT_734_2024-07-26/models/TCF7L2_MammaryGland/TCF7L2_MammaryGland_2024-07-26.logistic.rds
TCF7L2_Pancreas	data/ENPACT_734_2024-07-26/models/TCF7L2_Pancreas/TCF7L2_Pancreas_2024-07-26.logistic.rds
TCF7L2_Pleura	data/ENPACT_734_2024-07-26/models/TCF7L2_Pleura/TCF7L2_Pleura_2024-07-26.logistic.rds
TCF7L2_Prostate	data/ENPACT_734_2024-07-26/models/TCF7L2_Prostate/TCF7L2_Prostate_2024-07-26.logistic.rds
TEAD1_Muscle	data/ENPACT_734_2024-07-26/models/TEAD1_Muscle/TEAD1_Muscle_2024-07-26.logistic.rds
TEAD2_BoneMarrow	data/ENPACT_734_2024-07-26/models/TEAD2_BoneMarrow/TEAD2_BoneMarrow_2024-07-26.logistic.rds
TEAD4_BoneMarrow	data/ENPACT_734_2024-07-26/models/TEAD4_BoneMarrow/TEAD4_BoneMarrow_2024-07-26.logistic.rds
TEAD4_Brain	data/ENPACT_734_2024-07-26/models/TEAD4_Brain/TEAD4_Brain_2024-07-26.logistic.rds
TEAD4_Breast	data/ENPACT_734_2024-07-26/models/TEAD4_Breast/TEAD4_Breast_2024-07-26.logistic.rds
TEAD4_Colon	data/ENPACT_734_2024-07-26/models/TEAD4_Colon/TEAD4_Colon_2024-07-26.logistic.rds
TEAD4_Embryo	data/ENPACT_734_2024-07-26/models/TEAD4_Embryo/TEAD4_Embryo_2024-07-26.logistic.rds
TEAD4_Endometrium	data/ENPACT_734_2024-07-26/models/TEAD4_Endometrium/TEAD4_Endometrium_2024-07-26.logistic.rds
TEAD4_Liver	data/ENPACT_734_2024-07-26/models/TEAD4_Liver/TEAD4_Liver_2024-07-26.logistic.rds
TEAD4_Lung	data/ENPACT_734_2024-07-26/models/TEAD4_Lung/TEAD4_Lung_2024-07-26.logistic.rds
TFAP2A_Breast	data/ENPACT_734_2024-07-26/models/TFAP2A_Breast/TFAP2A_Breast_2024-07-26.logistic.rds
TFAP2A_Cervix	data/ENPACT_734_2024-07-26/models/TFAP2A_Cervix/TFAP2A_Cervix_2024-07-26.logistic.rds
TFAP2A_Cranial	data/ENPACT_734_2024-07-26/models/TFAP2A_Cranial/TFAP2A_Cranial_2024-07-26.logistic.rds
TFAP2C_Breast	data/ENPACT_734_2024-07-26/models/TFAP2C_Breast/TFAP2C_Breast_2024-07-26.logistic.rds
TFAP2C_Cervix	data/ENPACT_734_2024-07-26/models/TFAP2C_Cervix/TFAP2C_Cervix_2024-07-26.logistic.rds
TFAP2C_MammaryGland	data/ENPACT_734_2024-07-26/models/TFAP2C_MammaryGland/TFAP2C_MammaryGland_2024-07-26.logistic.rds
TFAP2C_Skin	data/ENPACT_734_2024-07-26/models/TFAP2C_Skin/TFAP2C_Skin_2024-07-26.logistic.rds
TFAP4_Liver	data/ENPACT_734_2024-07-26/models/TFAP4_Liver/TFAP4_Liver_2024-07-26.logistic.rds
TGIF2_Liver	data/ENPACT_734_2024-07-26/models/TGIF2_Liver/TGIF2_Liver_2024-07-26.logistic.rds
THAP11_Embryo	data/ENPACT_734_2024-07-26/models/THAP11_Embryo/THAP11_Embryo_2024-07-26.logistic.rds
TP53_Blood	data/ENPACT_734_2024-07-26/models/TP53_Blood/TP53_Blood_2024-07-26.logistic.rds
TP53_Bone	data/ENPACT_734_2024-07-26/models/TP53_Bone/TP53_Bone_2024-07-26.logistic.rds
TP53_Breast	data/ENPACT_734_2024-07-26/models/TP53_Breast/TP53_Breast_2024-07-26.logistic.rds
TP53_Colon	data/ENPACT_734_2024-07-26/models/TP53_Colon/TP53_Colon_2024-07-26.logistic.rds
TP53_Embryo	data/ENPACT_734_2024-07-26/models/TP53_Embryo/TP53_Embryo_2024-07-26.logistic.rds
TP53_FetalSkin	data/ENPACT_734_2024-07-26/models/TP53_FetalSkin/TP53_FetalSkin_2024-07-26.logistic.rds
TP53_Foreskin	data/ENPACT_734_2024-07-26/models/TP53_Foreskin/TP53_Foreskin_2024-07-26.logistic.rds
TP53_HCT116	data/ENPACT_734_2024-07-26/models/TP53_HCT116/TP53_HCT116_2024-07-26.logistic.rds
TP53_Lung	data/ENPACT_734_2024-07-26/models/TP53_Lung/TP53_Lung_2024-07-26.logistic.rds
TP53_Skin	data/ENPACT_734_2024-07-26/models/TP53_Skin/TP53_Skin_2024-07-26.logistic.rds
TP63_Breast	data/ENPACT_734_2024-07-26/models/TP63_Breast/TP63_Breast_2024-07-26.logistic.rds
TP63_Foreskin	data/ENPACT_734_2024-07-26/models/TP63_Foreskin/TP63_Foreskin_2024-07-26.logistic.rds
TP63_Lung	data/ENPACT_734_2024-07-26/models/TP63_Lung/TP63_Lung_2024-07-26.logistic.rds
TP63_Prostate	data/ENPACT_734_2024-07-26/models/TP63_Prostate/TP63_Prostate_2024-07-26.logistic.rds
TP63_Skin	data/ENPACT_734_2024-07-26/models/TP63_Skin/TP63_Skin_2024-07-26.logistic.rds
TP63_Thyroid	data/ENPACT_734_2024-07-26/models/TP63_Thyroid/TP63_Thyroid_2024-07-26.logistic.rds
TP73_Bone	data/ENPACT_734_2024-07-26/models/TP73_Bone/TP73_Bone_2024-07-26.logistic.rds
USF1_Blood	data/ENPACT_734_2024-07-26/models/USF1_Blood/USF1_Blood_2024-07-26.logistic.rds
USF1_BoneMarrow	data/ENPACT_734_2024-07-26/models/USF1_BoneMarrow/USF1_BoneMarrow_2024-07-26.logistic.rds
USF1_Brain	data/ENPACT_734_2024-07-26/models/USF1_Brain/USF1_Brain_2024-07-26.logistic.rds
USF1_Colon	data/ENPACT_734_2024-07-26/models/USF1_Colon/USF1_Colon_2024-07-26.logistic.rds
USF1_Embryo	data/ENPACT_734_2024-07-26/models/USF1_Embryo/USF1_Embryo_2024-07-26.logistic.rds
